section,Set,Draw,Column,Canonical,type,score,rows,mirror,straight2,straight3,single_left,cons_full,cons_3v,cons_stub,dom_last,dom_pair,hot,perm_count_in_box,repeat_extras_in_box,horizontal_persistence_repeat,orders_modal_value,orders_modal_rows,family_id,why
Combined,Set1,Draw4,4,778,straight,7.0,R2,False,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,877,1.0,27.0,straight|cov1|hp_repeat2
Combined,Set1,Draw4,3,449,straight,7.0,R2,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,944,1.0,35.0,straight|cov1|mirror
Combined,Set1,Draw4,3,044,straight,7.0,R2,False,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,440,1.0,15.0,straight|cov1|hp_repeat2
Combined,Set1,Draw4,3,013,straight,7.0,R2,False,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,013,1.0,8.0,straight|cov1|hp_repeat2
Combined,Set1,Draw4,3,778,straight,7.0,R2,False,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,877,1.0,27.0,straight|cov1|hp_repeat2
Combined,Set1,Draw4,4,0099,straight,7.0,R4,False,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,9900,1.0,5.0,straight|cov1
Combined,Set1,Draw4,4,008,straight,7.0,R4,False,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,008,1.0,4.0,straight|cov1|hp_repeat2
Combined,Set1,Draw4,4,344,straight,7.0,R4,False,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,344,1.0,34.0,straight|cov1|hp_repeat2
Combined,Set1,Draw4,4,447,straight,7.0,R4,False,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,447,1.0,31.0,straight|cov1|hp_repeat2
Combined,Set1,Draw4,3,008,straight,7.0,R4,False,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,008,1.0,4.0,straight|cov1|hp_repeat2
Combined,Set1,Draw4,3,447,straight,7.0,R4,False,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,447,1.0,31.0,straight|cov1|hp_repeat2
Combined,Set1,Draw4,4,178,straight,7.0,R6,False,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,817,1.0,21.0,straight|cov1|hp_repeat2
Combined,Set1,Draw4,4,3599,straight,7.0,R6,False,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,5993,1.0,14.0,straight|cov1
Combined,Set1,Draw4,4,2399,straight,7.0,R6,False,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,9932,1.0,30.0,straight|cov1
Combined,Set1,Draw4,3,178,straight,7.0,R6,False,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,817,1.0,21.0,straight|cov1|hp_repeat2
Combined,Set1,Draw4,3,349,straight,7.0,R6,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,934,1.0,34.0,straight|cov1|mirror
Combined,Set1,Draw4,4,0199,straight,7.0,R8,False,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,0199,1.0,9.0,straight|cov1
Combined,Set1,Draw4,4,1899,straight,7.0,R8,False,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,1998,1.0,24.0,straight|cov1
Combined,Set1,Draw4,4,238,straight,7.0,R8,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,832,1.0,29.0,straight|cov1|mirror
Combined,Set1,Draw4,4,2445,straight,7.0,R8,False,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,2445,1.0,12.0,straight|cov1
Combined,Set1,Draw4,4,445,straight,7.0,R8,False,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,445,1.0,15.0,straight|cov1|hp_repeat2
Combined,Set1,Draw4,3,3445,straight,7.0,R8,False,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,3445,1.0,14.0,straight|cov1
Combined,Set1,Draw4,3,445,straight,7.0,R8,False,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,445,1.0,15.0,straight|cov1|hp_repeat2
Combined,Set1,Draw5,3,449,straight,7.0,R2,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,944,1.0,35.0,straight|cov1|mirror
Combined,Set1,Draw5,3,0044,straight,7.0,R2,False,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,4400,1.0,5.0,straight|cov1
Combined,Set1,Draw5,3,0113,straight,7.0,R2,False,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,0113,1.0,8.0,straight|cov1
Combined,Set1,Draw5,3,138,straight,7.0,R2,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,138,1.0,23.0,straight|cov1|mirror
Combined,Set1,Draw5,3,378,straight,7.0,R2,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,387,1.0,29.0,straight|cov1|mirror
Combined,Set1,Draw5,3,0089,straight,7.0,R4,False,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,9008,1.0,14.0,straight|cov1
Combined,Set1,Draw5,3,038,straight,7.0,R4,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,083,1.0,13.0,straight|cov1|mirror
Combined,Set1,Draw5,3,3447,straight,7.0,R4,False,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,3447,1.0,30.0,straight|cov1
Combined,Set1,Draw5,3,4477,straight,7.0,R4,False,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,4477,1.0,31.0,straight|cov1
Combined,Set1,Draw5,3,477,straight,7.0,R4,False,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,477,1.0,28.0,straight|cov1|hp_repeat2
Combined,Set1,Draw5,3,1178,straight,7.0,R6,False,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,8117,1.0,21.0,straight|cov1
Combined,Set1,Draw5,3,349,straight,7.0,R6,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,934,1.0,34.0,straight|cov1|mirror
Combined,Set1,Draw5,3,1189,straight,7.0,R8,False,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,1198,1.0,24.0,straight|cov1
Combined,Set1,Draw5,3,389,straight,7.0,R8,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,983,1.0,33.0,straight|cov1|mirror
Combined,Set1,Draw5,3,3445,straight,7.0,R8,False,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,3445,1.0,14.0,straight|cov1
Combined,Set1,Draw6,2,004,straight,7.0,R2,False,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,400,1.0,5.0,straight|cov1|hp_repeat2
Combined,Set1,Draw6,2,0118,straight,7.0,R2,False,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,0118,1.0,8.0,straight|cov1
Combined,Set1,Draw6,2,118,boxed,7.0,"R2,R6",False,False,False,False,False,False,False,False,False,0,2.0,0.0,1.0,118,1.0,18.0,boxed|cov2|perm2
Combined,Set1,Draw6,2,1778,straight,7.0,R2,False,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,1877,1.0,21.0,straight|cov1
Combined,Set1,Draw6,2,009,straight,7.0,R4,False,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,900,1.0,5.0,straight|cov1|hp_repeat2
Combined,Set1,Draw6,2,0089,straight,7.0,R4,False,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,9008,1.0,14.0,straight|cov1
Combined,Set1,Draw6,2,0048,straight,7.0,R4,False,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,0084,1.0,14.0,straight|cov1
Combined,Set1,Draw6,2,4778,straight,7.0,R4,False,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,8477,1.0,30.0,straight|cov1
Combined,Set1,Draw6,2,1477,straight,7.0,R4,False,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,4771,1.0,22.0,straight|cov1
Combined,Set1,Draw6,2,177,boxed,7.0,"R4,R6",False,False,False,False,False,False,False,False,False,0,2.0,0.0,1.0,771,1.0,20.0,boxed|cov2|perm2
Combined,Set1,Draw6,2,117,boxed,7.0,"R4,R6",False,False,False,False,False,False,False,False,False,0,2.0,0.0,1.0,711,1.0,17.0,boxed|cov2|perm2
Combined,Set1,Draw6,2,0177,straight,7.0,R6,False,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,1770,1.0,7.0,straight|cov1
Combined,Set1,Draw6,2,0017,straight,7.0,R8,False,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,7001,1.0,7.0,straight|cov1
Combined,Set1,Draw6,2,119,straight,7.0,R8,False,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,119,1.0,19.0,straight|cov1|hp_repeat2
Combined,Set1,Draw6,2,1189,straight,7.0,R8,False,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,1198,1.0,24.0,straight|cov1
Combined,Set1,Draw6,2,489,straight,7.0,R8,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,984,1.0,34.0,straight|cov1|mirror
Combined,Set1,Draw6,2,4558,straight,7.0,R8,False,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,8455,1.0,14.0,straight|cov1
Combined,Set1,Draw6,2,455,straight,7.0,R8,False,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,455,1.0,5.0,straight|cov1|hp_repeat2
Combined,Set1,Draw7,1,459,straight,7.0,R2,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,594,1.0,15.0,straight|cov1|mirror
Combined,Set1,Draw7,1,049,straight,7.0,R2,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,940,1.0,15.0,straight|cov1|mirror
Combined,Set1,Draw7,1,0014,straight,7.0,R2,False,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,4001,1.0,9.0,straight|cov1
Combined,Set1,Draw7,1,0113,straight,7.0,R2,False,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,0113,1.0,8.0,straight|cov1
Combined,Set1,Draw7,1,136,straight,7.0,R2,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,136,1.0,18.0,straight|cov1|mirror
Combined,Set1,Draw7,1,059,straight,7.0,R4,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,590,1.0,5.0,straight|cov1|mirror
Combined,Set1,Draw7,1,0069,straight,7.0,R4,False,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,9006,1.0,9.0,straight|cov1
Combined,Set1,Draw7,1,0066,straight,7.0,R4,False,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,0066,1.0,2.0,straight|cov1
Combined,Set1,Draw7,1,0366,straight,7.0,R4,False,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,0663,1.0,8.0,straight|cov1
Combined,Set1,Draw7,1,1134,straight,7.0,R4,False,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,3411,1.0,24.0,straight|cov1
Combined,Set1,Draw7,1,166,straight,7.0,R6,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,661,1.0,16.0,straight|cov1|mirror
Combined,Set1,Draw7,1,116,straight,7.0,R6,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,611,1.0,16.0,straight|cov1|mirror
Combined,Set1,Draw7,1,005,straight,7.0,R6,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,005,1.0,1.0,straight|cov1|mirror
Combined,Set1,Draw7,1,055,straight,7.0,R6,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,055,1.0,1.0,straight|cov1|mirror
Combined,Set1,Draw7,1,3559,straight,7.0,R6,False,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,5593,1.0,14.0,straight|cov1
Combined,Set1,Draw7,1,349,straight,7.0,R6,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,934,1.0,34.0,straight|cov1|mirror
Combined,Set1,Draw7,1,0119,straight,7.0,R8,False,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,0119,1.0,9.0,straight|cov1
Combined,Set1,Draw7,1,1139,straight,7.0,R8,False,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,1193,1.0,24.0,straight|cov1
Combined,Set1,Draw7,1,3669,straight,7.0,R8,False,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,9366,1.0,24.0,straight|cov1
Combined,Set1,Draw7,1,4566,straight,7.0,R8,False,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,6645,1.0,9.0,straight|cov1
Combined,Set1,Draw7,1,4556,straight,7.0,R8,False,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,6455,1.0,9.0,straight|cov1
Evening,Set3,Draw1,7,0113,straight,7.0,R2,False,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,0113,1.0,8.0,straight|cov1
Evening,Set3,Draw1,7,113,boxed,7.0,"R2,R4",False,False,False,False,False,False,False,False,False,0,2.0,0.0,1.0,113,1.0,18.0,boxed|cov2|perm2
Evening,Set3,Draw1,7,1188,straight,7.0,R6,False,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,8811,1.0,18.0,straight|cov1
Evening,Set3,Draw1,7,0118,straight,7.0,R6,False,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,8110,1.0,8.0,straight|cov1
Evening,Set3,Draw1,7,3599,straight,7.0,R6,False,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,5993,1.0,14.0,straight|cov1
Evening,Set3,Draw1,7,3399,straight,7.0,R6,False,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,9933,1.0,33.0,straight|cov1
Evening,Set3,Draw1,7,339,straight,7.0,R6,False,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,933,1.0,33.0,straight|cov1|hp_repeat2
Evening,Set3,Draw1,6,3559,straight,7.0,R6,False,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,5593,1.0,14.0,straight|cov1
Evening,Set3,Draw1,6,3359,straight,7.0,R6,False,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,5933,1.0,14.0,straight|cov1
Evening,Set3,Draw1,6,339,straight,7.0,R6,False,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,933,1.0,33.0,straight|cov1|hp_repeat2
Evening,Set3,Draw1,7,0119,straight,7.0,R8,False,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,0119,1.0,9.0,straight|cov1
Evening,Set3,Draw1,7,1199,straight,7.0,R8,False,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,1199,1.0,19.0,straight|cov1
Evening,Set3,Draw1,7,1899,straight,7.0,R8,False,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,1998,1.0,24.0,straight|cov1
Evening,Set3,Draw1,7,8899,straight,7.0,R8,False,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,9988,1.0,33.0,straight|cov1
Evening,Set3,Draw1,7,889,straight,7.0,R8,False,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,988,1.0,33.0,straight|cov1|hp_repeat2
Evening,Set3,Draw1,6,1889,straight,7.0,R8,False,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,1988,1.0,24.0,straight|cov1
Evening,Set3,Draw1,6,889,straight,7.0,R8,False,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,988,1.0,33.0,straight|cov1|hp_repeat2
Evening,Set2,Draw1,7,459,straight,7.0,R2,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,594,1.0,15.0,straight|cov1|mirror
Evening,Set2,Draw1,7,449,straight,7.0,R2,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,944,1.0,35.0,straight|cov1|mirror
Evening,Set2,Draw1,7,0044,straight,7.0,R2,False,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,4400,1.0,5.0,straight|cov1
Evening,Set2,Draw1,7,004,straight,7.0,R2,False,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,400,1.0,5.0,straight|cov1|hp_repeat2
Evening,Set2,Draw1,6,045,straight,7.0,R2,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,540,1.0,5.0,straight|cov1|mirror
Evening,Set2,Draw1,6,004,straight,7.0,R2,False,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,400,1.0,5.0,straight|cov1|hp_repeat2
Evening,Set2,Draw1,7,059,straight,7.0,R4,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,590,1.0,5.0,straight|cov1|mirror
Evening,Set2,Draw1,7,0089,straight,7.0,R4,False,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,9008,1.0,14.0,straight|cov1
Evening,Set2,Draw1,7,1344,straight,7.0,R4,False,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,3441,1.0,24.0,straight|cov1
Evening,Set2,Draw1,6,1334,straight,7.0,R4,False,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,3341,1.0,24.0,straight|cov1
Evening,Set2,Draw1,7,3559,straight,7.0,R6,False,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,5593,1.0,14.0,straight|cov1
Evening,Set2,Draw1,7,3359,straight,7.0,R6,False,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,5933,1.0,14.0,straight|cov1
Evening,Set2,Draw1,6,3355,straight,7.0,R6,False,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,5533,1.0,13.0,straight|cov1
Evening,Set2,Draw1,7,0019,straight,7.0,R8,False,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,0019,1.0,9.0,straight|cov1
Evening,Set2,Draw1,7,1889,straight,7.0,R8,False,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,1988,1.0,24.0,straight|cov1
Evening,Set2,Draw1,7,3445,straight,7.0,R8,False,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,3445,1.0,14.0,straight|cov1
Evening,Set2,Draw1,7,4455,straight,7.0,R8,False,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,4455,1.0,15.0,straight|cov1
Evening,Set2,Draw1,7,455,straight,7.0,R8,False,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,455,1.0,5.0,straight|cov1|hp_repeat2
Evening,Set2,Draw1,6,3455,straight,7.0,R8,False,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,3455,1.0,14.0,straight|cov1
Evening,Set1,Draw1,7,255,boxed,7.0,"R2,R4",False,False,False,False,False,False,False,False,False,0,2.0,0.0,1.0,552,1.0,3.0,boxed|cov2|perm2
Evening,Set1,Draw1,7,245,boxed,7.0,"R2,R8",False,False,False,False,False,False,False,False,False,0,2.0,0.0,1.0,524,1.0,12.0,boxed|cov2|perm2
Evening,Set1,Draw1,7,0024,straight,7.0,R2,False,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,2400,1.0,12.0,straight|cov1
Evening,Set1,Draw1,7,0014,straight,7.0,R2,False,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,4001,1.0,9.0,straight|cov1
Evening,Set1,Draw1,7,013,straight,7.0,R2,False,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,013,1.0,8.0,straight|cov1|hp_repeat2
Evening,Set1,Draw1,7,133,straight,7.0,R2,False,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,133,1.0,23.0,straight|cov1|hp_repeat2
Evening,Set1,Draw1,7,788,straight,7.0,R2,False,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,887,1.0,29.0,straight|cov1|hp_repeat2
Evening,Set1,Draw1,6,013,straight,7.0,R2,False,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,013,1.0,8.0,straight|cov1|hp_repeat2
Evening,Set1,Draw1,6,133,straight,7.0,R2,False,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,133,1.0,23.0,straight|cov1|hp_repeat2
Evening,Set1,Draw1,6,788,straight,7.0,R2,False,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,887,1.0,29.0,straight|cov1|hp_repeat2
Evening,Set1,Draw1,7,088,straight,7.0,R4,False,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,088,1.0,13.0,straight|cov1|hp_repeat2
Evening,Set1,Draw1,7,3347,straight,7.0,R4,False,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,3347,1.0,30.0,straight|cov1
Evening,Set1,Draw1,6,088,straight,7.0,R4,False,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,088,1.0,13.0,straight|cov1|hp_repeat2
Evening,Set1,Draw1,6,1337,straight,7.0,R4,False,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,3371,1.0,21.0,straight|cov1
Evening,Set1,Draw1,7,178,straight,7.0,R6,False,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,817,1.0,21.0,straight|cov1|hp_repeat2
Evening,Set1,Draw1,7,017,straight,7.0,R6,False,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,170,1.0,7.0,straight|cov1|hp_repeat2
Evening,Set1,Draw1,7,3355,straight,7.0,R6,False,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,5533,1.0,13.0,straight|cov1
Evening,Set1,Draw1,7,2335,straight,7.0,R6,False,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,5332,1.0,11.0,straight|cov1
Evening,Set1,Draw1,6,178,straight,7.0,R6,False,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,817,1.0,21.0,straight|cov1|hp_repeat2
Evening,Set1,Draw1,6,017,straight,7.0,R6,False,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,170,1.0,7.0,straight|cov1|hp_repeat2
Evening,Set1,Draw1,7,018,straight,7.0,R8,False,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,018,1.0,8.0,straight|cov1|hp_repeat2
Evening,Set1,Draw1,6,018,straight,7.0,R8,False,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,018,1.0,8.0,straight|cov1|hp_repeat2
Evening,Set1,Draw2,6,0012,straight,7.0,R2,False,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,2001,1.0,7.0,straight|cov1
Evening,Set1,Draw2,6,0013,straight,7.0,R2,False,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,0013,1.0,8.0,straight|cov1
Evening,Set1,Draw2,6,0133,straight,7.0,R2,False,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,0133,1.0,8.0,straight|cov1
Evening,Set1,Draw2,6,6788,straight,7.0,R2,False,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,8867,1.0,21.0,straight|cov1
Evening,Set1,Draw2,6,0688,straight,7.0,R4,False,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,0688,1.0,8.0,straight|cov1
Evening,Set1,Draw2,6,1337,straight,7.0,R4,False,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,3371,1.0,21.0,straight|cov1
Evening,Set1,Draw2,6,188,boxed,7.0,"R6,R8",False,False,False,False,False,False,False,False,False,0,2.0,0.0,1.0,881,1.0,23.0,boxed|cov2|perm2
Evening,Set1,Draw2,6,1788,straight,7.0,R6,False,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,8817,1.0,21.0,straight|cov1
Evening,Set1,Draw2,5,078,straight,7.0,R6,False,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,870,1.0,11.0,straight|cov1|hp_repeat2
Evening,Set1,Draw2,6,0018,straight,7.0,R8,False,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,0018,1.0,8.0,straight|cov1
Evening,Set1,Draw2,6,0188,straight,7.0,R8,False,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,0188,1.0,8.0,straight|cov1
Evening,Set1,Draw2,5,008,straight,7.0,R8,False,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,008,1.0,4.0,straight|cov1|hp_repeat2
Evening,Set1,Draw3,5,259,boxed,7.0,"R2,R4",False,False,False,False,False,False,False,False,False,0,2.0,0.0,1.0,592,1.0,12.0,boxed|cov2|perm2
Evening,Set1,Draw3,5,0029,straight,7.0,R2,False,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,9200,1.0,12.0,straight|cov1
Evening,Set1,Draw3,5,002,straight,7.0,R2,False,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,200,1.0,3.0,straight|cov1|hp_repeat2
Evening,Set1,Draw3,4,002,straight,7.0,R2,False,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,200,1.0,3.0,straight|cov1|hp_repeat2
Evening,Set1,Draw3,5,009,boxed,7.0,"R4,R8",False,False,False,False,False,False,False,False,False,0,2.0,0.0,1.0,900,1.0,5.0,boxed|cov2|perm2
Evening,Set1,Draw3,5,0069,straight,7.0,R4,False,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,9006,1.0,9.0,straight|cov1
Evening,Set1,Draw3,5,068,straight,7.0,R4,False,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,068,1.0,8.0,straight|cov1|hp_repeat2
Evening,Set1,Draw3,4,068,straight,7.0,R4,False,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,068,1.0,8.0,straight|cov1|hp_repeat2
Evening,Set1,Draw3,5,778,straight,7.0,R6,False,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,877,1.0,27.0,straight|cov1|hp_repeat2
Evening,Set1,Draw3,5,3359,straight,7.0,R6,False,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,5933,1.0,14.0,straight|cov1
Evening,Set1,Draw3,5,2339,straight,7.0,R6,False,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,9332,1.0,30.0,straight|cov1
Evening,Set1,Draw3,5,233,straight,7.0,R6,False,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,332,1.0,29.0,straight|cov1|hp_repeat2
Evening,Set1,Draw3,4,778,straight,7.0,R6,False,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,877,1.0,27.0,straight|cov1|hp_repeat2
Evening,Set1,Draw3,4,035,straight,7.0,R6,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,053,1.0,4.0,straight|cov1|mirror
Evening,Set1,Draw3,4,2335,straight,7.0,R6,False,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,5332,1.0,11.0,straight|cov1
Evening,Set1,Draw3,4,233,straight,7.0,R6,False,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,332,1.0,29.0,straight|cov1|hp_repeat2
Evening,Set1,Draw3,5,0079,straight,7.0,R8,False,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,7009,1.0,12.0,straight|cov1
Evening,Set1,Draw3,5,0089,straight,7.0,R8,False,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,0098,1.0,14.0,straight|cov1
Evening,Set1,Draw3,5,389,straight,7.0,R8,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,983,1.0,33.0,straight|cov1|mirror
Evening,Set1,Draw3,5,236,straight,7.0,R8,False,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,362,1.0,21.0,straight|cov1|hp_repeat2
Evening,Set1,Draw3,5,256,straight,7.0,R8,False,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,625,1.0,7.0,straight|cov1|hp_repeat2
Evening,Set1,Draw3,4,0078,straight,7.0,R8,False,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,7008,1.0,11.0,straight|cov1
Evening,Set1,Draw3,4,038,straight,7.0,R8,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,083,1.0,13.0,straight|cov1|mirror
Evening,Set1,Draw3,4,236,straight,7.0,R8,False,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,362,1.0,21.0,straight|cov1|hp_repeat2
Evening,Set1,Draw3,4,256,straight,7.0,R8,False,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,625,1.0,7.0,straight|cov1|hp_repeat2
